# 4, 8000
# PB Time [s]     Sig./DOM [ ]     
# t               nu_e            nu_e_bar        nu_x            nu_x_bar         
-0.549            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.547            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.545            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.543            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.541            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.539            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.537            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.535            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.533            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.531            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.529            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.527            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.525            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.523            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.521            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.519            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.517            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.515            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.513            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.511            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.509            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.507            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.505            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.503            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.501            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.499            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.497            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.495            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.493            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.491            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.489            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.487            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.485            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.483            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.481            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.479            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.477            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.475            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.473            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.471            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.469            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.467            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.465            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.463            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.461            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.459            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.457            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.455            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.453            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.451            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.449            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.447            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.445            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.443            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.441            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.439            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.437            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.435            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.433            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.431            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.429            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.427            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.425            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.423            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.422            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.420            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.418            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.416            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.414            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.412            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.410            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.407            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.405            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.403            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.401            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.399            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.397            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
